ltable_id,rtable_id,label,id_x,attributi_x,id_y,attributi_y
1756,1366,0,1756,"web caching for database applications with oracle web cache jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu sigmod conference 2002",1366,"building scalable internet applications with oracle8i server julie basu , jos &#233; alberto fern &#225; ndez , olga peschansky very large data bases 2000"
2339,1366,0,2339,building notification services with microsoft sqlserver praveen seshadri sigmod conference 2003,1366,"building scalable internet applications with oracle8i server julie basu , jos &#233; alberto fern &#225; ndez , olga peschansky very large data bases 2000"
677,1366,1,677,"building scalable internet applications with oracle8i server olga peschansky , josé alberto fernández , julie basu vldb 2000",1366,"building scalable internet applications with oracle8i server julie basu , jos &#233; alberto fern &#225; ndez , olga peschansky very large data bases 2000"
1756,1345,0,1756,"web caching for database applications with oracle web cache jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu sigmod conference 2002",1345,caching technologies for web applications c. mohan very large data bases 2001
1647,1345,0,1647,"oracle 's symmetric replication technology and implications for application design benny souder , bob jenkins , lip boon doo , peter lim , gordon smith , dean daniels , curtis elsbernd , gary hallmark , alan downing , jim stamos , sandeep jain sigmod conference 1994",1345,caching technologies for web applications c. mohan very large data bases 2001
2058,1345,0,2058,"caching strategies for data-intensive web sites khaled yagoub , patrick valduriez , valérie issarny , daniela florescu vldb 2000",1345,caching technologies for web applications c. mohan very large data bases 2001
1756,1484,0,1756,"web caching for database applications with oracle web cache jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu sigmod conference 2002",1484,"a transaction replication scheme for a replicated database with node autonomy ada wai-chee fu , david wai-lok cheung very large data bases 1994"
2072,1484,1,2072,"a transaction replication scheme for a replicated database with node autonomy david wai-lok cheung , ada wai-chee fu vldb 1994",1484,"a transaction replication scheme for a replicated database with node autonomy ada wai-chee fu , david wai-lok cheung very large data bases 1994"
1756,1522,0,1756,"web caching for database applications with oracle web cache jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu sigmod conference 2002",1522,paradise : a database system for gis applications corporate the paradise team international conference on management of data 1995
2224,1522,0,2224,"lore : a database management system for semistructured data roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh sigmod record 1997",1522,paradise : a database system for gis applications corporate the paradise team international conference on management of data 1995
1669,1522,0,1669,"active storage hierarchy , database systems and applications - socratic exegesis joel h. saltz , john burgess , felipe cariño , william o'connell vldb 1999",1522,paradise : a database system for gis applications corporate the paradise team international conference on management of data 1995
2294,1522,0,2294,"integrating mining with relational database systems : alternatives and implications shiby thomas , rakesh agrawal , sunita sarawagi sigmod conference 1998",1522,paradise : a database system for gis applications corporate the paradise team international conference on management of data 1995
1738,1522,0,1738,"vxmlr : a visual xml-relational database system aoying zhou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang vldb 2001",1522,paradise : a database system for gis applications corporate the paradise team international conference on management of data 1995
1689,1522,0,1689,parallel database systems in the 1990 's michael j. carey sigmod conference 1994,1522,paradise : a database system for gis applications corporate the paradise team international conference on management of data 1995
470,1522,0,470,"a database system for real-time event aggregation in telecommunication henry f. korth , jerry baulier , abraham silberschatz , stephen blott vldb 1998",1522,paradise : a database system for gis applications corporate the paradise team international conference on management of data 1995
2270,1522,0,2270,"visdb : a system for visualizing large databases hans-peter kriegel , daniel a. keim sigmod conference 1995",1522,paradise : a database system for gis applications corporate the paradise team international conference on management of data 1995
1978,1522,0,1978,"infosphere project : system support for information flow applications calton pu , jonathan walpole , karsten schwan sigmod record 2001",1522,paradise : a database system for gis applications corporate the paradise team international conference on management of data 1995
978,1522,0,978,"sap r/3 : a database application system ( tutorial ) alfons kemper , florian matthes , donald kossmann sigmod conference 1998",1522,paradise : a database system for gis applications corporate the paradise team international conference on management of data 1995
786,1522,0,786,"dbcache : database caching for web application servers sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay sigmod conference 2002",1522,paradise : a database system for gis applications corporate the paradise team international conference on management of data 1995
1756,722,1,1756,"web caching for database applications with oracle web cache jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu sigmod conference 2002",722,"web caching for database applications with oracle web cache jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong international conference on management of data 2002"
27,722,0,27,"form-based proxy caching for database-backed web sites jeffrey f. naughton , qiong luo vldb 2001",722,"web caching for database applications with oracle web cache jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong international conference on management of data 2002"
2175,722,0,2175,"issues and evaluations of caching solutions for web application acceleration oliver po , divyakant agrawal , radu sion , wen-syan li , wang-pin hsiung , dmitri v. kalashnikov , k. selçuk candan vldb 2002",722,"web caching for database applications with oracle web cache jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong international conference on management of data 2002"
2072,722,0,2072,"a transaction replication scheme for a replicated database with node autonomy david wai-lok cheung , ada wai-chee fu vldb 1994",722,"web caching for database applications with oracle web cache jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong international conference on management of data 2002"
833,722,0,833,"combi-operator : database support for data mining applications wolfgang lehner , alexander hinneburg , dirk habich vldb 2003",722,"web caching for database applications with oracle web cache jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong international conference on management of data 2002"
677,722,0,677,"building scalable internet applications with oracle8i server olga peschansky , josé alberto fernández , julie basu vldb 2000",722,"web caching for database applications with oracle web cache jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong international conference on management of data 2002"
1756,720,0,1756,"web caching for database applications with oracle web cache jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu sigmod conference 2002",720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002"
1613,720,0,1613,"transparent mid-tier database caching in sql server per-åke larson , jingren zhou , jonathan goldstein sigmod conference 2003",720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002"
27,720,0,27,"form-based proxy caching for database-backed web sites jeffrey f. naughton , qiong luo vldb 2001",720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002"
833,720,0,833,"combi-operator : database support for data mining applications wolfgang lehner , alexander hinneburg , dirk habich vldb 2003",720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002"
1821,720,0,1821,caching technologies for web applications c. mohan vldb 2001,720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002"
1578,720,0,1578,"gigascope : a stream database for network applications theodore johnson , charles d. cranor , oliver spatscheck , vladislav shkapenyuk sigmod conference 2003",720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002"
2206,720,0,2206,"middle-tier database caching for e-business hamid pirahesh , c. mohan , jeffrey f. naughton , sailesh krishnamurthy , honguk woo , qiong luo , bruce g. lindsay sigmod conference 2002",720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002"
651,720,0,651,"dbcache : middle-tier database caching for highly scalable e-business architectures c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald sigmod conference 2003",720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002"
2084,720,0,2084,"sybase replication server mark deppe , yongdong wang , alex gorelik sigmod conference 1994",720,"dbcache : database caching for web application servers mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown international conference on management of data 2002"
1756,270,0,1756,"web caching for database applications with oracle web cache jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu sigmod conference 2002",270,"storhouse metanoia - new applications for database , storage & ; data warehousing felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess international conference on management of data 2001"
353,270,0,353,dec data distributor : for data replication and data warehousing daniel j. dietterich sigmod conference 1994,270,"storhouse metanoia - new applications for database , storage & ; data warehousing felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess international conference on management of data 2001"
2050,270,1,2050,"storhouse metanoia - new applications for database , storage & data warehousing felipe cariño , pekka kostamaa , art kaufmann , john burgess sigmod conference 2001",270,"storhouse metanoia - new applications for database , storage & ; data warehousing felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess international conference on management of data 2001"
217,2135,0,217,oracle industrial exhibit amy pogue vldb 1998,2135,objectivity industrial exhibit objectivity very large data bases 1998
402,2135,1,402,objectivity industrial exhibit objectivity vldb 1998,2135,objectivity industrial exhibit objectivity very large data bases 1998
217,2144,1,217,oracle industrial exhibit amy pogue vldb 1998,2144,oracle industrial exhibit amy pogue very large data bases 1998
2476,1309,0,2476,"extracting large-scale knowledge bases from the web andrew tomkins , prabhakar raghavan , ravi kumar , sridhar rajagopalan vldb 1999",1309,amalgamating knowledge bases v. s. subrahmanian acm transactions on database systems ( tods ) 1994
1725,1309,0,1725,"updating knowledge bases while maintaining their consistency antoni olivé , ernest teniente vldb j. 1995",1309,amalgamating knowledge bases v. s. subrahmanian acm transactions on database systems ( tods ) 1994
1655,1309,0,1655,"building knowledge base management systems thodoros topaloglou , adel shrufi , vinay k. chaudhri , dimitris plexousakis , john mylopoulos vldb j. 1996",1309,amalgamating knowledge bases v. s. subrahmanian acm transactions on database systems ( tods ) 1994
2415,1309,1,2415,amalgamating knowledge bases v. s. subrahmanian acm trans . database syst . 1994,1309,amalgamating knowledge bases v. s. subrahmanian acm transactions on database systems ( tods ) 1994
610,1595,1,610,"efficient optimistic concurrency control using loosely synchronized clocks barbara liskov , atul adya , robert gruber , umesh maheshwari sigmod conference 1995",1595,"efficient optimistic concurrency control using loosely synchronized clocks atul adya , robert gruber , barbara liskov , umesh maheshwari international conference on management of data 1995"
1598,1595,0,1598,"efficient concurrency control in multidimensional access methods sharad mehrotra , kaushik chakrabarti sigmod conference 1999",1595,"efficient optimistic concurrency control using loosely synchronized clocks atul adya , robert gruber , barbara liskov , umesh maheshwari international conference on management of data 1995"
610,210,0,610,"efficient optimistic concurrency control using loosely synchronized clocks barbara liskov , atul adya , robert gruber , umesh maheshwari sigmod conference 1995",210,"efficient concurrency control for broadcast environments jayavel shanmugasundaram , arvind nithrakashyap , rajendran sivasankaran , krithi ramamritham international conference on management of data 1999"
2245,210,1,2245,"efficient concurrency control for broadcast environments arvind nithrakashyap , rajendran m. sivasankaran , jayavel shanmugasundaram , krithi ramamritham sigmod conference 1999",210,"efficient concurrency control for broadcast environments jayavel shanmugasundaram , arvind nithrakashyap , rajendran sivasankaran , krithi ramamritham international conference on management of data 1999"
2183,1630,0,2183,"odefs : a file system interface to an object-oriented database narain h. gehani , william d. roome , h. v. jagadish vldb 1994",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
2232,1630,0,2232,query unnesting in object-oriented databases leonidas fegaras sigmod conference 1998,1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
1021,1630,0,1021,"the algres testbed of chimera : an active object-oriented database system giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali sigmod conference 1995",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
2081,1630,0,2081,"naos - efficient and modular reactive capabilities in an object-oriented database system thierry coupaye , t. svensen , christine collet vldb 1994",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
1985,1630,0,1985,static detection of security flaws in object-oriented databases keishi tajima sigmod conference 1996,1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
341,1630,0,341,"implementation of magic-sets in a relational database system inderpal singh mumick , hamid pirahesh sigmod conference 1994",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
2302,1630,0,2302,"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
783,1630,0,783,"an effective deductive object-oriented database through language integration m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes vldb 1994",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
1542,1630,0,1542,"extraction of object-oriented structures from existing relational databases julia e. hodges , shekar ramanathan sigmod record 1997",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
973,1630,0,973,"the ccube constraint object-oriented database system alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen sigmod conference 1999",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
1098,1630,0,1098,"storing and querying ordered xml using a relational database system kevin s. beyer , jayavel shanmugasundaram , chun zhang , igor tatarinov , stratis viglas , eugene j. shekita sigmod conference 2002",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
2497,1630,1,2497,unisql/x unified relational and object-oriented database system won kim sigmod conference 1994,1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
892,1630,0,892,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system zhao-hui tang , fei sha , georges gardarin vldb 1996",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
2108,1630,0,2108,"olap , relational , and multidimensional database systems george colliat sigmod record 1996",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
1646,1630,0,1646,"managing intervals efficiently in object-relational databases thomas seidl , marco pötke , hans-peter kriegel vldb 2000",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
980,1630,0,980,"mosaico - a system for conceptual modeling and rapid prototyping of object-oriented database application m. toiati , michele missikoff sigmod conference 1994",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
133,1630,0,133,"java and relational databases : sqlj ( tutorial ) johannes klein , richard pledereder , gray clossman , brian becker , phil shaw , mark hapner sigmod conference 1998",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
223,1630,0,223,"semantic integrity support in sql : 1999 and commercial ( object - ) relational database management systems michael gertz , can türker vldb j. 2001",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
1116,1630,0,1116,"integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan vldb 1994",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
970,1630,0,970,"object-relational database systems : principles , products , and challenges ( tutorial ) michael j. carey , anil nori , nelson mendonça mattos sigmod conference 1997",1630,unisql/x unified relational and object-oriented database system won kim international conference on management of data 1994
2183,2261,0,2183,"odefs : a file system interface to an object-oriented database narain h. gehani , william d. roome , h. v. jagadish vldb 1994",2261,"integrating a structured-text retrieval system with an object-oriented database system tak w. yan , jurgen annevelink very large data bases 1994"
2081,2261,0,2081,"naos - efficient and modular reactive capabilities in an object-oriented database system thierry coupaye , t. svensen , christine collet vldb 1994",2261,"integrating a structured-text retrieval system with an object-oriented database system tak w. yan , jurgen annevelink very large data bases 1994"
644,2261,0,644,index configuration in object-oriented databases elisa bertino vldb j. 1994,2261,"integrating a structured-text retrieval system with an object-oriented database system tak w. yan , jurgen annevelink very large data bases 1994"
2131,2261,0,2131,"the trigs active object-oriented database system - an overview gerti kappel , werner retschitzegger sigmod record 1998",2261,"integrating a structured-text retrieval system with an object-oriented database system tak w. yan , jurgen annevelink very large data bases 1994"
2294,2261,0,2294,"integrating mining with relational database systems : alternatives and implications shiby thomas , rakesh agrawal , sunita sarawagi sigmod conference 1998",2261,"integrating a structured-text retrieval system with an object-oriented database system tak w. yan , jurgen annevelink very large data bases 1994"
287,2261,0,287,converting relational to object-oriented databases joseph fong sigmod record 1997,2261,"integrating a structured-text retrieval system with an object-oriented database system tak w. yan , jurgen annevelink very large data bases 1994"
2497,2261,0,2497,unisql/x unified relational and object-oriented database system won kim sigmod conference 1994,2261,"integrating a structured-text retrieval system with an object-oriented database system tak w. yan , jurgen annevelink very large data bases 1994"
1471,2261,0,1471,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases alfons kemper , reinhard braumandl , jens claußen vldb 1998",2261,"integrating a structured-text retrieval system with an object-oriented database system tak w. yan , jurgen annevelink very large data bases 1994"
980,2261,0,980,"mosaico - a system for conceptual modeling and rapid prototyping of object-oriented database application m. toiati , michele missikoff sigmod conference 1994",2261,"integrating a structured-text retrieval system with an object-oriented database system tak w. yan , jurgen annevelink very large data bases 1994"
1815,2261,0,1815,"integrating heterogenous overlapping databases through object-oriented transformations tore risch , vanja josifovski vldb 1999",2261,"integrating a structured-text retrieval system with an object-oriented database system tak w. yan , jurgen annevelink very large data bases 1994"
2350,2261,0,2350,"hyperstorm - administering structured documents using object-oriented database technology karl aberer , klemens böhm sigmod conference 1996",2261,"integrating a structured-text retrieval system with an object-oriented database system tak w. yan , jurgen annevelink very large data bases 1994"
374,2261,0,374,"integrating contents and structure in text retrieval gonzalo navarro , ricardo a. baeza-yates sigmod record 1996",2261,"integrating a structured-text retrieval system with an object-oriented database system tak w. yan , jurgen annevelink very large data bases 1994"
2183,2239,0,2183,"odefs : a file system interface to an object-oriented database narain h. gehani , william d. roome , h. v. jagadish vldb 1994",2239,"an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994"
1459,2239,0,1459,"a taxonomy for secure object-oriented databases sebastiaan h. von solms , martin s. olivier acm trans . database syst . 1994",2239,"an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994"
1021,2239,0,1021,"the algres testbed of chimera : an active object-oriented database system giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali sigmod conference 1995",2239,"an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994"
373,2239,0,373,"procedures in object-oriented query languages kazimierz subieta , jacek leszczylowski , yahiko kambayashi vldb 1995",2239,"an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994"
644,2239,0,644,index configuration in object-oriented databases elisa bertino vldb j. 1994,2239,"an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994"
2131,2239,0,2131,"the trigs active object-oriented database system - an overview gerti kappel , werner retschitzegger sigmod record 1998",2239,"an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994"
2494,2239,0,2494,"exact : an extensible approach to active object-oriented databases arturo jaime , oscar díaz vldb j. 1997",2239,"an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994"
639,2239,0,639,"an efficient method for checking object-oriented database schema correctness michele missikoff , anna formica , hans dietmar gröger acm trans . database syst . 1998",2239,"an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994"
783,2239,1,783,"an effective deductive object-oriented database through language integration m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes vldb 1994",2239,"an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994"
1116,2239,0,1116,"integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan vldb 1994",2239,"an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994"
1815,2239,0,1815,"integrating heterogenous overlapping databases through object-oriented transformations tore risch , vanja josifovski vldb 1999",2239,"an effective deductive object-oriented database through language integration maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn very large data bases 1994"
2183,2243,1,2183,"odefs : a file system interface to an object-oriented database narain h. gehani , william d. roome , h. v. jagadish vldb 1994",2243,"odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994"
2232,2243,0,2232,query unnesting in object-oriented databases leonidas fegaras sigmod conference 1998,2243,"odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994"
1459,2243,0,1459,"a taxonomy for secure object-oriented databases sebastiaan h. von solms , martin s. olivier acm trans . database syst . 1994",2243,"odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994"
267,2243,0,267,"lambda-db : an odmg-based object-oriented dbms arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan sigmod conference 2000",2243,"odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994"
1021,2243,0,1021,"the algres testbed of chimera : an active object-oriented database system giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali sigmod conference 1995",2243,"odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994"
2081,2243,0,2081,"naos - efficient and modular reactive capabilities in an object-oriented database system thierry coupaye , t. svensen , christine collet vldb 1994",2243,"odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994"
644,2243,0,644,index configuration in object-oriented databases elisa bertino vldb j. 1994,2243,"odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994"
2131,2243,0,2131,"the trigs active object-oriented database system - an overview gerti kappel , werner retschitzegger sigmod record 1998",2243,"odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994"
2494,2243,0,2494,"exact : an extensible approach to active object-oriented databases arturo jaime , oscar díaz vldb j. 1997",2243,"odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994"
69,2243,0,69,"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995",2243,"odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994"
783,2243,0,783,"an effective deductive object-oriented database through language integration m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes vldb 1994",2243,"odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994"
973,2243,0,973,"the ccube constraint object-oriented database system alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen sigmod conference 1999",2243,"odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994"
892,2243,0,892,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system zhao-hui tang , fei sha , georges gardarin vldb 1996",2243,"odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994"
118,2243,0,118,the persistent cache : improving oid indexing in temporal object-oriented database systems kjetil nørvåg vldb 1999,2243,"odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994"
755,2243,0,755,"design and user testing of a multi-paradigm query interface to an object-oriented database dac khoa doan , alistair c. kilgour , norman w. paton sigmod record 1995",2243,"odefs : a file system interface to an object-oriented database narain h. gehani , h. v. jagadish , william d. roome very large data bases 1994"
2183,1843,0,2183,"odefs : a file system interface to an object-oriented database narain h. gehani , william d. roome , h. v. jagadish vldb 1994",1843,"semcog : an object-based image retrieval system and its visual query interface wen-syan li , k. sel &#231; uk candan , kyoji hirata , yoshinori hara international conference on management of data 1997"
1292,1843,1,1292,"semcog : an object-based image retrieval system and its visual query interface k. selçuk candan , wen-syan li , kyoji hirata , yoshinori hara sigmod conference 1997",1843,"semcog : an object-based image retrieval system and its visual query interface wen-syan li , k. sel &#231; uk candan , kyoji hirata , yoshinori hara international conference on management of data 1997"
2183,1244,0,2183,"odefs : a file system interface to an object-oriented database narain h. gehani , william d. roome , h. v. jagadish vldb 1994",1244,the persistent cache : improving oid indexing in temporal object-oriented database systems kjetil n &#248; rv &#229; g very large data bases 1999
2232,1244,0,2232,query unnesting in object-oriented databases leonidas fegaras sigmod conference 1998,1244,the persistent cache : improving oid indexing in temporal object-oriented database systems kjetil n &#248; rv &#229; g very large data bases 1999
1118,1244,0,1118,"index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan vldb j. 1996",1244,the persistent cache : improving oid indexing in temporal object-oriented database systems kjetil n &#248; rv &#229; g very large data bases 1999
