ltable_id,rtable_id,label,id_x,attributi_x,id_y,attributi_y
405,175,0,405,` luna si ' ' 1931 peachtree rd. ' atlanta 404/355 -5993 continental 405,175,` palm the ( atlanta ) ' ' 3391 peachtree rd. ne ' atlanta 404-814-1955 steakhouses 709
90,175,0,90,` dining room ritz-carlton buckhead ' ' 3434 peachtree rd. ' atlanta 404/237 -2700 international 90,175,` palm the ( atlanta ) ' ' 3391 peachtree rd. ne ' atlanta 404-814-1955 steakhouses 709
422,175,0,422,tomtom ' 3393 peachtree rd. ' atlanta 404/264 -1163 continental 422,175,` palm the ( atlanta ) ' ' 3391 peachtree rd. ne ' atlanta 404-814-1955 steakhouses 709
410,175,0,410,palisades ' 1829 peachtree rd. ' atlanta 404/350 -6755 continental 410,175,` palm the ( atlanta ) ' ' 3391 peachtree rd. ne ' atlanta 404-814-1955 steakhouses 709
256,89,0,256,` gallagher \ 's ' ' 228 w. 52nd st. ' ` new york ' 212/245 -5336 american 254,89,` la grenouille ' ' 3 e. 52nd st. ' ` new york city ' 212-752-1495 ` french ( classic ) ' 623
247,89,0,247,` fleur de jour ' ' 348 e. 62nd st. ' ` new york ' 212/355 -2020 ` coffee bar ' 245,89,` la grenouille ' ' 3 e. 52nd st. ' ` new york city ' 212-752-1495 ` french ( classic ) ' 623
112,89,0,112,bolo '23 e. 22nd st. ' ` new york ' 212/228 -2200 mediterranean 191,89,` la grenouille ' ' 3 e. 52nd st. ' ` new york city ' 212-752-1495 ` french ( classic ) ' 623
23,89,0,23,'21 club ' '21 w. 52nd st. ' ` new york ' 212/582 -7200 american 23,89,` la grenouille ' ' 3 e. 52nd st. ' ` new york city ' 212-752-1495 ` french ( classic ) ' 623
34,89,0,34,` four seasons grill room ' '99 e. 52nd st. ' ` new york ' 212/754 -9494 american 34,89,` la grenouille ' ' 3 e. 52nd st. ' ` new york city ' 212-752-1495 ` french ( classic ) ' 623
235,89,0,235,'em pire korea ' ' 6 e. 32nd st. ' ` new york ' 212/725 -1333 asian 233,89,` la grenouille ' ' 3 e. 52nd st. ' ` new york city ' 212-752-1495 ` french ( classic ) ' 623
256,77,0,256,` gallagher \ 's ' ' 228 w. 52nd st. ' ` new york ' 212/245 -5336 american 254,77,` edison cafe ' ' 228 w. 47th st. ' ` new york city ' 212-840-5000 diners 611
263,77,0,263,` hard rock cafe ' ' 221 w. 57th st. ' ` new york ' 212/489 -6565 american 261,77,` edison cafe ' ' 228 w. 47th st. ' ` new york city ' 212-840-5000 diners 611
368,77,0,368,` two two two ' ' 222 w. 79th st. ' ` new york ' 212/799 -0400 american 368,77,` edison cafe ' ' 228 w. 47th st. ' ` new york city ' 212-840-5000 diners 611
256,241,0,256,` gallagher \ 's ' ' 228 w. 52nd st. ' ` new york ' 212/245 -5336 american 254,241,'21 club ' '21 w. 52nd st. ' ` new york city ' 212-582-7200 ` american ( new ) ' 23
371,241,0,371,` victor \ 's cafe ' '52 236 w. 52nd st. ' ` new york ' 212/586 -7714 ` latin american ' 371,241,'21 club ' '21 w. 52nd st. ' ` new york city ' 212-582-7200 ` american ( new ) ' 23
23,241,1,23,'21 club ' '21 w. 52nd st. ' ` new york ' 212/582 -7200 american 23,241,'21 club ' '21 w. 52nd st. ' ` new york city ' 212-582-7200 ` american ( new ) ' 23
34,241,0,34,` four seasons grill room ' '99 e. 52nd st. ' ` new york ' 212/754 -9494 american 34,241,'21 club ' '21 w. 52nd st. ' ` new york city ' 212-582-7200 ` american ( new ) ' 23
277,241,0,277,` judson grill ' ' 152 w. 52nd st. ' ` new york ' 212/582 -5252 american 276,241,'21 club ' '21 w. 52nd st. ' ` new york city ' 212-582-7200 ` american ( new ) ' 23
436,223,0,436,` center stage plaza hotel ' ' 1 main st. ' ` las vegas ' 702/386 -2512 american 436,223,` chinois on main ' ' 2709 main st. ' ` santa monica ' 310-392-9025 ` pacific new wave ' 5
138,223,0,138,` gilliland \ 's ' ' 2424 main st. ' ` santa monica ' 310/392 -3901 american 135,223,` chinois on main ' ' 2709 main st. ' ` santa monica ' 310-392-9025 ` pacific new wave ' 5
415,161,0,415,` sa tsu ki ' ' 3043 buford hwy . ' atlanta 404/325 -5285 asian 415,161,` havana sandwich shop ' ' 2905 buford hwy . ' atlanta 404-636-4094 cuban 695
18,46,0,18,` pinot bistro ' ' 12969 ventura blvd. ' ` los angeles ' 818/990 -0500 french 18,46,` mulberry st. ' ' 17040 ventura blvd. ' encino 818-906-8881 pizza 580
1,46,0,1,` art \ 's delicatessen ' ' 12224 ventura blvd. ' ` studio city ' 818/762 -1221 american 1,46,` mulberry st. ' ' 17040 ventura blvd. ' encino 818-906-8881 pizza 580
18,56,0,18,` pinot bistro ' ' 12969 ventura blvd. ' ` los angeles ' 818/990 -0500 french 18,56,` rubin \ 's red hots ' ' 15322 ventura blvd. ' encino 818-905-6515 ` hot dogs ' 590
159,56,0,159,posto ' 14928 ventura blvd. ' ` sherman oaks ' 818/784 -4400 italian 156,56,` rubin \ 's red hots ' ' 15322 ventura blvd. ' encino 818-905-6515 ` hot dogs ' 590
18,61,0,18,` pinot bistro ' ' 12969 ventura blvd. ' ` los angeles ' 818/990 -0500 french 18,61,` sushi nozawa ' ' 11288 ventura blvd. ' ` studio city ' 818-508-7017 japanese 595
159,61,0,159,posto ' 14928 ventura blvd. ' ` sherman oaks ' 818/784 -4400 italian 156,61,` sushi nozawa ' ' 11288 ventura blvd. ' ` studio city ' 818-508-7017 japanese 595
3,61,0,3,` cafe bizou ' ' 14016 ventura blvd. ' ` sherman oaks ' 818/788 -3536 french 3,61,` sushi nozawa ' ' 11288 ventura blvd. ' ` studio city ' 818-508-7017 japanese 595
18,221,0,18,` pinot bistro ' ' 12969 ventura blvd. ' ` los angeles ' 818/990 -0500 french 18,221,` cafe bizou ' ' 14016 ventura blvd. ' ` sherman oaks ' 818-788-3536 ` french bistro ' 3
159,221,0,159,posto ' 14928 ventura blvd. ' ` sherman oaks ' 818/784 -4400 italian 156,221,` cafe bizou ' ' 14016 ventura blvd. ' ` sherman oaks ' 818-788-3536 ` french bistro ' 3
3,221,1,3,` cafe bizou ' ' 14016 ventura blvd. ' ` sherman oaks ' 818/788 -3536 french 3,221,` cafe bizou ' ' 14016 ventura blvd. ' ` sherman oaks ' 818-788-3536 ` french bistro ' 3
1,221,0,1,` art \ 's delicatessen ' ' 12224 ventura blvd. ' ` studio city ' 818/762 -1221 american 1,221,` cafe bizou ' ' 14016 ventura blvd. ' ` sherman oaks ' 818-788-3536 ` french bistro ' 3
221,277,0,221,` china grill ' '60 w. 53rd st. ' ` new york ' 212/333 -7788 american 219,277,seryna '11 e. 53rd st. ' ` new york city ' 212-980-9393 japanese 59
59,277,1,59,seryna '11 e. 53rd st. ' ` new york ' 212/980 -9393 asian 59,277,seryna '11 e. 53rd st. ' ` new york city ' 212-980-9393 japanese 59
113,277,0,113,` il nido ' ' 251 e. 53rd st. ' ` new york ' 212/753 -8450 italian 267,277,seryna '11 e. 53rd st. ' ` new york city ' 212-980-9393 japanese 59
221,258,0,221,` china grill ' '60 w. 53rd st. ' ` new york ' 212/333 -7788 american 219,258,` la cote basque ' '60 w. 55th st. ' ` new york city ' 212-688-6525 ` french ( classic ) ' 40
43,258,0,43,lespinasse ' 2 e. 55th st. ' ` new york ' 212/339 -6719 american 43,258,` la cote basque ' '60 w. 55th st. ' ` new york city ' 212-688-6525 ` french ( classic ) ' 40
356,258,0,356,` tang pavillion ' '65 w. 55th st. ' ` new york ' 212/956 -6888 asian 356,258,` la cote basque ' '60 w. 55th st. ' ` new york city ' 212-688-6525 ` french ( classic ) ' 40
40,258,1,40,` la cote basque ' '60 w. 55th st. between 5th and 6th ave. ' ` new york ' 212/688 -6525 french 40,258,` la cote basque ' '60 w. 55th st. ' ` new york city ' 212-688-6525 ` french ( classic ) ' 40
43,257,0,43,lespinasse ' 2 e. 55th st. ' ` new york ' 212/339 -6719 american 43,257,` la caravelle ' '33 w. 55th st. ' ` new york city ' 212-586-4252 ` french ( classic ) ' 39
43,251,0,43,lespinasse ' 2 e. 55th st. ' ` new york ' 212/339 -6719 american 43,251,felidia ' 243 e. 58th st. ' ` new york city ' 212-758-1479 italian 33
52,251,0,52,petrossian ' 182 w. 58th st. ' ` new york ' 212/245 -2214 french 52,251,felidia ' 243 e. 58th st. ' ` new york city ' 212-758-1479 italian 33
33,251,1,33,felidia ' 243 e. 58th st. ' ` new york ' 212/758 -1479 italian 33,251,felidia ' 243 e. 58th st. ' ` new york city ' 212-758-1479 italian 33
43,278,0,43,lespinasse ' 2 e. 55th st. ' ` new york ' 212/339 -6719 american 43,278,` shun lee palace ' ' 155 e. 55th st. ' ` new york city ' 212-371-8844 chinese 60
46,278,0,46,march ' 405 e. 58th st. ' ` new york ' 212/754 -6272 american 46,278,` shun lee palace ' ' 155 e. 55th st. ' ` new york city ' 212-371-8844 chinese 60
286,278,0,286,` le chantilly ' ' 106 e. 57th st. ' ` new york ' 212/751 -2931 french 285,278,` shun lee palace ' ' 155 e. 55th st. ' ` new york city ' 212-371-8844 chinese 60
287,278,0,287,` le colonial ' ' 149 e. 57th st. ' ` new york ' ' 212 / 752-0808 ' asian 286,278,` shun lee palace ' ' 155 e. 55th st. ' ` new york city ' 212-371-8844 chinese 60
43,261,1,43,lespinasse ' 2 e. 55th st. ' ` new york ' 212/339 -6719 american 43,261,` lespinasse ( new york city ) ' ' 2 e. 55th st. ' ` new york city ' 212-339-6719 asian 43
44,261,0,44,lutece ' 249 e. 50th st. ' ` new york ' 212/752 -2225 french 44,261,` lespinasse ( new york city ) ' ' 2 e. 55th st. ' ` new york city ' 212-339-6719 asian 43
33,261,0,33,felidia ' 243 e. 58th st. ' ` new york ' 212/758 -1479 italian 33,261,` lespinasse ( new york city ) ' ' 2 e. 55th st. ' ` new york city ' 212-339-6719 asian 43
205,261,0,205,` cafe pierre ' ' 2 e. 61st st. ' ` new york ' 212/940 -8185 french 203,261,` lespinasse ( new york city ) ' ' 2 e. 55th st. ' ` new york city ' 212-339-6719 asian 43
43,262,0,43,lespinasse ' 2 e. 55th st. ' ` new york ' 212/339 -6719 american 43,262,lutece ' 249 e. 50th st. ' ` new york city ' 212-752-2225 ` french ( classic ) ' 44
197,262,0,197,bruno ' 240 e. 58th st. ' ` new york ' 212/688 -4190 italian 195,262,lutece ' 249 e. 50th st. ' ` new york city ' 212-752-2225 ` french ( classic ) ' 44
32,262,0,32,dawat ' 210 e. 58th st. ' ` new york ' 212/355 -7555 asian 32,262,lutece ' 249 e. 50th st. ' ` new york city ' 212-752-2225 ` french ( classic ) ' 44
373,262,0,373,vong ' 200 e. 54th st. ' ` new york ' 212/486 -9592 american 373,262,lutece ' 249 e. 50th st. ' ` new york city ' 212-752-2225 ` french ( classic ) ' 44
44,262,1,44,lutece ' 249 e. 50th st. ' ` new york ' 212/752 -2225 french 44,262,lutece ' 249 e. 50th st. ' ` new york city ' 212-752-2225 ` french ( classic ) ' 44
374,262,0,374,` water club ' ' 500 e. 30th st. ' ` new york ' 212/683 -3333 american 374,262,lutece ' 249 e. 50th st. ' ` new york city ' 212-752-2225 ` french ( classic ) ' 44
33,262,0,33,felidia ' 243 e. 58th st. ' ` new york ' 212/758 -1479 italian 33,262,lutece ' 249 e. 50th st. ' ` new york city ' 212-752-2225 ` french ( classic ) ' 44
287,262,0,287,` le colonial ' ' 149 e. 57th st. ' ` new york ' ' 212 / 752-0808 ' asian 286,262,lutece ' 249 e. 50th st. ' ` new york city ' 212-752-2225 ` french ( classic ) ' 44
43,250,0,43,lespinasse ' 2 e. 55th st. ' ` new york ' 212/339 -6719 american 43,250,dawat ' 210 e. 58th st. ' ` new york city ' 212-355-7555 indian 32
32,250,1,32,dawat ' 210 e. 58th st. ' ` new york ' 212/355 -7555 asian 32,250,dawat ' 210 e. 58th st. ' ` new york city ' 212-355-7555 indian 32
373,250,0,373,vong ' 200 e. 54th st. ' ` new york ' 212/486 -9592 american 373,250,dawat ' 210 e. 58th st. ' ` new york city ' 212-355-7555 indian 32
52,250,0,52,petrossian ' 182 w. 58th st. ' ` new york ' 212/245 -2214 french 52,250,dawat ' 210 e. 58th st. ' ` new york city ' 212-355-7555 indian 32
220,250,0,220,chiam ' 160 e. 48th st. ' ` new york ' 212/371 -2323 asian 218,250,dawat ' 210 e. 58th st. ' ` new york city ' 212-355-7555 indian 32
356,93,0,356,` tang pavillion ' '65 w. 55th st. ' ` new york ' 212/956 -6888 asian 356,93,menchanko-tei '39 w. 55th st. ' ` new york city ' 212-247-1585 japanese 627
39,93,0,39,` la caravelle ' '33 w. 55th st. ' ` new york ' 212/586 -4252 french 39,93,menchanko-tei '39 w. 55th st. ' ` new york city ' 212-247-1585 japanese 627
24,268,0,24,aquavit '13 w. 54th st. ' ` new york ' 212/307 -7311 continental 24,268,oceana '55 e. 54th st. ' ` new york city ' 212-759-5941 seafood 50
241,268,0,241,` fifty seven fifty seven ' '57 e. 57th st. ' ` new york ' 212/758 -5757 american 239,268,oceana '55 e. 54th st. ' ` new york city ' 212-759-5941 seafood 50
373,268,0,373,vong ' 200 e. 54th st. ' ` new york ' 212/486 -9592 american 373,268,oceana '55 e. 54th st. ' ` new york city ' 212-759-5941 seafood 50
50,268,1,50,oceana '55 e. 54th st. ' ` new york ' 212/759 -5941 seafood 50,268,oceana '55 e. 54th st. ' ` new york city ' 212-759-5941 seafood 50
342,268,0,342,` san pietro ' '18 e. 54th st. ' ` new york ' 212/753 -9015 italian 342,268,oceana '55 e. 54th st. ' ` new york city ' 212-759-5941 seafood 50
309,268,0,309,` monkey bar ' '60 e. 54th st. ' ` new york ' 212/838 -2600 american 308,268,oceana '55 e. 54th st. ' ` new york city ' 212-759-5941 seafood 50
24,242,1,24,aquavit '13 w. 54th st. ' ` new york ' 212/307 -7311 continental 24,242,aquavit '13 w. 54th st. ' ` new york city ' 212-307-7311 scandinavian 24
309,242,0,309,` monkey bar ' '60 e. 54th st. ' ` new york ' 212/838 -2600 american 308,242,aquavit '13 w. 54th st. ' ` new york city ' 212-307-7311 scandinavian 24
39,242,0,39,` la caravelle ' '33 w. 55th st. ' ` new york ' 212/586 -4252 french 39,242,aquavit '13 w. 54th st. ' ` new york city ' 212-307-7311 scandinavian 24
379,156,0,379,abbey ' 163 ponce de leon ave. ' atlanta 404/876 -8532 international 379,156,eats ' 600 ponce de leon ave. ' atlanta 404-888-9149 italian 690
379,181,0,379,abbey ' 163 ponce de leon ave. ' atlanta 404/876 -8532 international 379,181,tortillas ' 774 ponce de leon ave. ne ' atlanta 404-892-0193 tex-mex 716
86,181,0,86,` mary mac \ 's tea room ' ' 224 ponce de leon ave. ' atlanta 404/876 -1800 southern 86,181,tortillas ' 774 ponce de leon ave. ne ' atlanta 404-892-0193 tex-mex 716
379,169,0,379,abbey ' 163 ponce de leon ave. ' atlanta 404/876 -8532 international 379,169,majestic ' 1031 ponce de leon ave. ' atlanta 404-875-0276 diners 703
86,169,0,86,` mary mac \ 's tea room ' ' 224 ponce de leon ave. ' atlanta 404/876 -1800 southern 86,169,majestic ' 1031 ponce de leon ave. ' atlanta 404-875-0276 diners 703
241,263,0,241,` fifty seven fifty seven ' '57 e. 57th st. ' ` new york ' 212/758 -5757 american 239,263,` manhattan ocean club ' '57 w. 58th st. ' ` new york city ' 212-371-7777 seafood 45
273,263,0,273,` jean lafitte ' '68 w. 58th st. ' ` new york ' 212/751 -2323 french 272,263,` manhattan ocean club ' '57 w. 58th st. ' ` new york city ' 212-371-7777 seafood 45
301,263,0,301,` manhattan cafe ' ' 1161 1st ave. between 63rd and 64th sts . ' ` new york ' 212/888 -6556 american 300,263,` manhattan ocean club ' '57 w. 58th st. ' ` new york city ' 212-371-7777 seafood 45
349,263,0,349,shaan '57 w. 48th st. ' ` new york ' ' 212 / 977-8400 ' asian 349,263,` manhattan ocean club ' '57 w. 58th st. ' ` new york city ' 212-371-7777 seafood 45
473,204,0,473,` grand cafe hotel monaco ' ' 501 geary st. ' ` san francisco ' 415/292 -0101 american 473,204,` mel \ 's drive-in ' ' 3355 geary st. ' ` san francisco ' 415-387-2244 hamburgers 739
398,152,0,398,` horseradish grill ' ' 4320 powers ferry rd. ' atlanta 404/255 -7277 southern 398,152,` carey \ 's corner ' ' 1215 powers ferry rd. ' marietta 770-933-0909 hamburgers 686
405,148,0,405,` luna si ' ' 1931 peachtree rd. ' atlanta 404/355 -5993 continental 405,148,` brookhaven cafe ' ' 4274 peachtree rd. ' atlanta 404-231-5907 vegetarian 682
393,148,0,393,` dante \ 's down the hatch buckhead ' ' 3380 peachtree rd. ' atlanta 404/266 -1600 continental 393,148,` brookhaven cafe ' ' 4274 peachtree rd. ' atlanta 404-231-5907 vegetarian 682
89,148,0,89,` cafe ritz-carlton buckhead ' ' 3434 peachtree rd. ' atlanta 404/237 -2700 ` ext 6108 international ' 89,148,` brookhaven cafe ' ' 4274 peachtree rd. ' atlanta 404-231-5907 vegetarian 682
410,148,0,410,palisades ' 1829 peachtree rd. ' atlanta 404/350 -6755 continental 410,148,` brookhaven cafe ' ' 4274 peachtree rd. ' atlanta 404-231-5907 vegetarian 682
405,309,0,405,` luna si ' ' 1931 peachtree rd. ' atlanta 404/355 -5993 continental 405,309,` ritz-carlton restaurant ' ' 181 peachtree st. ' atlanta 404-659-0400 ` french ( classic ) ' 91
110,309,0,110,` ritz-carlton restaurant and dining room ' ' 600 stockton st. ' ` san francisco ' 415/296 -7465 american 110,309,` ritz-carlton restaurant ' ' 181 peachtree st. ' atlanta 404-659-0400 ` french ( classic ) ' 91
421,309,0,421,` taste of new orleans ' ' 889 w. peachtree st. ' atlanta 404/874 -5535 southern 421,309,` ritz-carlton restaurant ' ' 181 peachtree st. ' atlanta 404-659-0400 ` french ( classic ) ' 91
386,309,0,386,bistango ' 1100 peachtree st. ' atlanta 404/724 -0901 mediterranean 386,309,` ritz-carlton restaurant ' ' 181 peachtree st. ' atlanta 404-659-0400 ` french ( classic ) ' 91
396,309,0,396,` french quarter food shop ' ' 923 peachtree st. at 8th st. ' atlanta 404/875 -2489 southern 396,309,` ritz-carlton restaurant ' ' 181 peachtree st. ' atlanta 404-659-0400 ` french ( classic ) ' 91
197,260,0,197,bruno ' 240 e. 58th st. ' ` new york ' 212/688 -4190 italian 195,260,` les celebrites ' ' 155 w. 58th st. ' ` new york city ' 212-484-5113 ` french ( classic ) ' 42
52,260,0,52,petrossian ' 182 w. 58th st. ' ` new york ' 212/245 -2214 french 52,260,` les celebrites ' ' 155 w. 58th st. ' ` new york city ' 212-484-5113 ` french ( classic ) ' 42
291,260,0,291,` le marais ' ' 150 w. 46th st. ' ` new york ' 212/869 -0900 american 290,260,` les celebrites ' ' 155 w. 58th st. ' ` new york city ' 212-484-5113 ` french ( classic ) ' 42
66,260,0,66,` virgil \ 's ' ' 152 w. 44th st. ' ` new york ' ' 212 / 921-9494 ' american 66,260,` les celebrites ' ' 155 w. 58th st. ' ` new york city ' 212-484-5113 ` french ( classic ) ' 42
45,260,0,45,` manhattan ocean club ' '57 w. 58th st. ' ` new york ' ' 212 / 371-7777 ' seafood 45,260,` les celebrites ' ' 155 w. 58th st. ' ` new york city ' 212-484-5113 ` french ( classic ) ' 42
329,260,0,329,` planet hollywood ' ' 140 w. 57th st. ' ` new york ' 212/333 -7827 american 328,260,` les celebrites ' ' 155 w. 58th st. ' ` new york city ' 212-484-5113 ` french ( classic ) ' 42
290,260,0,290,` le madri ' ' 168 w. 18th st. ' ` new york ' 212/727 -8022 italian 289,260,` les celebrites ' ' 155 w. 58th st. ' ` new york city ' 212-484-5113 ` french ( classic ) ' 42
197,264,0,197,bruno ' 240 e. 58th st. ' ` new york ' 212/688 -4190 italian 195,264,march ' 405 e. 58th st. ' ` new york city ' 212-754-6272 ` american ( new ) ' 46
52,264,0,52,petrossian ' 182 w. 58th st. ' ` new york ' 212/245 -2214 french 52,264,march ' 405 e. 58th st. ' ` new york city ' 212-754-6272 ` american ( new ) ' 46
46,264,1,46,march ' 405 e. 58th st. ' ` new york ' 212/754 -6272 american 46,264,march ' 405 e. 58th st. ' ` new york city ' 212-754-6272 ` american ( new ) ' 46
33,264,0,33,felidia ' 243 e. 58th st. ' ` new york ' 212/758 -1479 italian 33,264,march ' 405 e. 58th st. ' ` new york city ' 212-754-6272 ` american ( new ) ' 46
